ID,NAME,ICAO,Callsign,Country,Active
17936,Orbit Airlines Azerbaijan,OAB,Orbitaz,Azerbaijan,Y
18076,Flying kangaroo Airline,FKA,Skippy,Australia,Y
18083,RusJet,RSJ,,Russia,Y
18118,VietJet Air,VJC,VIETJETAIR,Vietnam,Y
18178,Vision Airlines (V2),RBY,RUBY,United States,Y
18237,AirAsia Japan,WAJ,WING ASIA,Japan,Y
18239,Yellowtail,YEL,,United States,Y
18241,Royal Airways,RAW,RAW,United States,Y
18252,FlyHigh Airlines Ireland (FH),FHI,FLYHIRELAND,Ireland,Y
18257,Executive AirShare,XSR,,United States,Y
18475,Hebei Airlines,HBH,Hebei Air,China,Y
18476,Air KBZ,KBZ,Air KBZ,Burma,Y
18529,T.J. Air,TJA,T.J. Air,United States,Y
18621,Ukraine Atlantic,UAT,,Ukraine,Y
18668,Nesma Airlines,NMA,Nesma Airlines,Egypt,Y
18672,East Horizon,EHN,EAST HORIZON,Afghanistan,Y
18676,Air Majoro,MJP,Air Majoro,Peru,Y
18692,Rotana Jet,RJD,ROTANA,United Arab Emirates,Y
18700,SOCHI AIR CHATER,QER,russian doll,Russia,Y
18732,Malindo Air,MXD,Malindo,Malaysia,Y
18781,Hermes Airlines,HRM,HERMES,Greece,Y
18860,Катэкавиа,КТК,,Russia,Y
18863,Псковавиа,PKV,,Russia,Y
18930,Maryland Air,M1F,Maryland Flight,United States,Y
18946,VivaColombia,VVC,,Colombia,Y
18952,Flybe Finland Oy,FCM,FINNCOMM,Finland,Y
18959,Bingo Airways,BGY,,Poland,Y
19007,Bluebird Airways (BZ),BBG,,Greece,Y
19016,Apache Air,IWA,APACHE,United States,Y
19030,Jettor Airlines,JTO,JETHAPPY,Hong Kong,Y
19215,Flyme (VP),VQI,,Maldives,Y
19244,Golden Myanmar Airlines,GMR,Golden Myanmar,Burma,Y
19276,Canaryfly,CNF,,Spain,Y
19280,Sunrise Airways,KSZ,,Haiti,Y
19287,National Air Cargo,NCR,,United States,Y
19290,Eastern Atlantic Virtual Airlines,EAV,EAVA,United States,Y
19337,Transair,TTZ,,Canada,Y
19350,Comfort Express Virtual Charters Albany,EVC,Comfort Express,United States,Y
19351,Comfort Express Virtual Charters,CEO,,United States,Y
19359,FLYJET,FYJ,Fast Jet,Poland,Y
19361,Snowbird Airlines,SBD,,Finland,Y
19363,Russkie Krylya,KRY,,Russia,Y
19367,Kharkiv Airlines,KHK,,Ukraine,Y
19433,XAIR USA,XAU,XAIR,United States,Y
19459,Simrik Airlines,RMK,,Nepal,Y
19473,XPTO,XPT,XPTO,Portugal,Y
19474,Royal Flight,DME,,Russia,Y
19525,BBN-Airways,EGH,BBN,United Kingdom,Y
19531,Tomsk-Avia,TKS,,Russia,Y
19548,Yeti Airlines ,NYT,,Nepal,Y
19582,Air Serbia,ASL,AIR SERBIA,Serbia,Y
19599,Skyline Ulasim Ticaret A.S.,KCU,Kocoglu,Turkey,Y
19610,Air Lituanica,LTU,LITUANICA,Lithuania,Y
19619,Envoy Air,ENY,Envoy,United States,Y
19651,CARICOM AIRWAYS (BARBADOS) INC.,CCB,,Barbados,Y
19674,Rainbow Air (RAI),RAB,Rainbow,United States,Y
19675,Rainbow Air Canada,RAY,Rainbow CAN,Canada,Y
19676,Rainbow Air Polynesia,RPO,Rainbow Air,United States,Y
19677,Rainbow Air Euro,RUE,Rainbow Air,United Kingdom,Y
19678,Rainbow Air US,RNY,Rainbow Air,United States,Y
19745,Transilvania,TNS,,Romania,Y
19751,Dobrolet,DOB,DOBROLET,Russia,Y
19774,Spike Airlines,SAL,Spike Air,United States,Y
19776,Grand Cru Airlines,GCA,,Lithuania,Y
19785,Go2Sky,RLX,RELAX,Slovakia,Y
19803,All Argentina,AL1,,Argentina,Y
19804,All America,AL2,,United States,Y
19805,All Asia,AL3,,China,Y
19806,All Africa,99F,,South Africa,Y
19807,Regionalia México,J88,,Mexico,Y
19808,All Europe,N99,,United Kingdom,Y
19809,All Spain,N77,,Spain,Y
19810,Regional Air Iceland,N78,,Iceland,Y
19812,Voestar,K88,,Brazil,Y
19813,All Colombia,7KK,,Colombia,Y
19814,Regionalia Uruguay,2K2,,Uruguay,Y
19815,Regionalia Venezuela,9XX,,Venezuela,Y
19827,Regionalia Chile,CR1,,Chile,Y
19828,Vuela Cuba,6CC,,Cuba,Y
19830,All Australia,8K8,,Australia,Y
19831,Fly Europa,RWW,,Spain,Y
19834,FlyPortugal,FPT,FlyPortugal,Portugal,Y
19886,Spring Airlines Japan,SJO,,Japan,Y
19890,Dense Airways,DWA,DENSE,United States,Y
19891,Dense Connection,DC2,DC2,United States,Y
19908,Vuola Italia,VI4,,Italy,Y
19917,Jet Suite,RSP,Red Stripe,United States,Y
19923,Fly Jamaica Airways,FJM,Greenheart,Jamaica,Y
19928,All Argentina Express,Z9H,,Argentina,Y
19970,All America AR,M7A,,Argentina,Y
19971,All America CL,R1R,,Chile,Y
19974,SOCHI AIR EXPRESS,SAE,ADLER EXPRESS,Russia,Y
19977,All America BR,A9B,,Brazil,Y
20004,Volotea Costa Rica,VC9,,Costa Rica,Y
20017,Fly Romania,OTJ,TENDER AIR,Romania,Y
20051,Fly Africa Zimbabwe,FZW,Fresh Express,Zimbabwe,Y
20060,San Dima Air,SDI,FAREFLIGHT,United States,Y
20073,All America CO,7ZC,,Colombia,Y
20074,All America MX,0MM,,Mexico,Y
20110,FOX Linhas Aereas,FOX,,Brazil,Y
20144,Via Conectia Airlines,CZV,,Uruguay,Y
20155,Hebradran Air Services,HBR,Hebradran,United Kingdom,Y
20158,Pobeda,PBD,POBEDA,Russia,Y
20160,City Airways,GTA,CITY AIR,Thailand,Y
20170,Norwegian Long Haul AS,NLH,NORSTAR,Norway,Y
20186,BA101,710,,United Kingdom,Y
20207,TransNusa Air,TNU,TRANSNUSA,Indonesia,Y
20218,Tomp Airlines,T9P,,Chile,Y
20220,Fuzhou Airlines,FZA,,China,Y
20221,Sky Angkor Airlines (ZA),SWM,SKY ANGKOR,Cambodia,Y
20224,Global Airlines,GA0,,Argentina,Y
20225,Mann Yadanarpon Airlines,MYP,MANN ROYAL,Burma,Y
20264,Air Vistara,VTI,,India,Y
20268,TransRussiaAirlines,RGG,,Russia,Y
20282,REXAIR VIRTUEL,RXR,Rexair,France,Y
20285,WestJet Encore,WEN,Encore,Canada,Y
20286,Air Pegasus,PPL,,India,Y
20288,International Europe,INE,,Spain,Y
20293,Sky Regional Airlines,SKV,Maple,Canada,Y
20401,V Air,VAX,,Taiwan,Y
20415,Cello Aviation,CLJ,CELLOJET,United Kingdom,Y
20478,Pouya Air,PYA,,Iran,Y
20565,Boutique Air (Priv),BTQ,,United States,Y
20566,FlyEgypt,FEG,,Egypt,Y
20577,VOLOTEA Airways,VOE,,Spain,Y
20599,INAVIA Internacional,IIR,,Argentina,Y
20607,Liberty Airways,LTY,,United States,Y
20653,Aeronautica Militare,IAM,Italian Airforce,Italy,Y
20657,Bassaka airlines,BSX,5B,Cambodia,Y
20675,Jetstar Japan ,JJP,ORANGE LINER,Japan,Y
20698,First Flying,DAK,,Japan,Y
20716,AtlasGlobal Ukraine,UJX,Atlas Ukraine,Ukraine,Y
20725,Boliviana de Aviacion (OB),BOV,BOLIVIANA,Bolivia,Y
20726,US-Bangla Airlines,UBG,,Bangladesh,Y
20729,Norwegian Air International (D8),IBK,NORTRANS,Norway,Y
20769,VIA Líneas Aéreas,VIA,,Argentina,Y
20802,GermanXL,GXG,,Germany,Y
20808,Alghanim,KYA,,United States,Y
20824,Indonesa Air Aisa X,IDX,Red Phoenix,Indonesia,Y
20827,Fly France,FRF,,France,Y
20875,Jota Aviation,ENZ,ENZO,United Kingdom,Y
20881,Europe Jet,EU9,,France,Y
20923,COBALT,FCB,COBALT,Cyprus,Y
20931,Southern Airways Express,LTD,LIGHTSPEED,United States,Y
20962,Orenburzhie,ORG,,Russia,Y
20976,World Scale Airlines,WSS,,United States,Y
20978,All America US,SSA,,United States,Y
20986,University of Birmingham Air Squadron (RAF),UAY,UAY,United Kingdom,Y
20991,Choice Airways,CSX,,United States,Y
20994,Aruba Airlines,ARU,,Aruba,Y
20995,BudgetAir,BG1,,Germany,Y
20996,Dynamic Airways,DYA,,United States,Y
21012,Fly One,FI5,,Moldova,Y
21036,Tez Jet Airlines,TEZ,,Kyrgyzstan,Y
21043,Kush Air,KUH,,South Sudan,Y
21124,ViaAir,SRY,Stingray,United States,Y
21131,All America BOPY,PYB,BOPY,Paraguay,Y
21179,Thai Vietjet Air,TVJ,THAIVIET JET,Thailand,Y
21248,GX Airlines,CBG,SPRAY,China,Y
21317,Svyaz Rossiya,SJM,RussianConnecty,Russia,Y
